Trip ID,User ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Average Daily Cost,Total cost,Local Transport Mode
T00186,U0030,"Copenhagen, Denmark",2025-12-08,2025-12-14,7,James,48,Male,American,Hostel,428.57,1179.93,1608.5,Taxi
T00187,U0030,"Zermatt, Switzerland",2017-05-25,2017-06-08,15,James,48,Male,American,Hostel,871.51,2444.87,3316.38,Taxi
T00188,U0030,"Hokkaido, Japan",2015-02-11,2015-02-25,15,James,48,Male,American,Hostel,468.45,1433.16,1901.61,Voiture (si isolé)
T00189,U0030,"Montreal, Canada",2025-04-26,2025-04-28,3,James,48,Male,American,Hostel,90.97,244.76,335.73,Bateau
T00190,U0030,"Patagonia, Argentina",2019-09-07,2019-09-16,10,James,48,Male,American,Hostel,385.04,932.22,1317.26,Scooter
T00191,U0031,"San Diego, USA",2020-07-24,2020-07-28,5,Hugo,43,Male,Spanish,Hotel,1055.12,896.08,1951.2,Taxi
T00192,U0031,"Vancouver, Canada",2025-08-08,2025-08-12,5,Hugo,43,Male,Spanish,Hostel,279.12,868.35,1147.47,Taxi
T00193,U0031,"San Francisco, USA",2025-02-11,2025-02-16,6,Hugo,43,Male,Spanish,Hostel,300.34,1007.17,1307.51,Taxi
T00194,U0031,"Seoul, South Korea",2025-10-06,2025-10-12,7,Hugo,43,Male,Spanish,Airbnb,1114.73,1174.1,2288.83,Taxi
T00195,U0032,"Rio de Janeiro, Brazil",2017-04-10,2017-04-20,11,Alexandre,53,Male,French,Airbnb,810.18,972.42,1782.6,Voiture (si isolé)
T00196,U0032,"Kruger NP, South Africa",2019-05-11,2019-05-21,11,Alexandre,53,Male,French,Airbnb,1431.83,2025.56,3457.39,Tuk-Tuk
T00197,U0032,"Galapagos Islands, Ecuador",2019-12-09,2019-12-19,11,Alexandre,53,Male,French,Airbnb,1394.1,2155.95,3550.05,Marche
T00198,U0032,"Cancun, Mexico",2018-11-08,2018-11-17,10,Alexandre,53,Male,French,Airbnb,953.92,874.7,1828.62,Bus
T00199,U0032,"Miami, USA",2016-01-08,2016-01-14,7,Alexandre,53,Male,French,Airbnb,887.95,1336.07,2224.02,Voiture (si isolé)
T00200,U0032,"Kruger NP, South Africa",2015-10-09,2015-10-17,9,Alexandre,53,Male,French,Airbnb,1345.31,1675.48,3020.79,Tuk-Tuk
T00201,U0032,"Jeddah, Saudi Arabia",2020-06-16,2020-06-22,7,Alexandre,53,Male,French,Airbnb,1006.16,1363.24,2369.4,Scooter
T00202,U0033,"Los Angeles, USA",2015-02-18,2015-02-22,5,Trang,33,Female,Vietnamese,Airbnb,612.31,876.68,1488.99,4x4
T00203,U0033,"Los Angeles, USA",2015-01-22,2015-01-25,4,Trang,33,Female,Vietnamese,Hotel,764.89,691.52,1456.41,4x4
T00204,U0033,"Paris, France",2018-01-15,2018-01-17,3,Trang,33,Female,Vietnamese,Guesthouse,233.36,488.71,722.07,Tuk-Tuk
T00205,U0033,"San Francisco, USA",2023-05-26,2023-05-31,6,Trang,33,Female,Vietnamese,Airbnb,936.94,1041.92,1978.86,Transports Publics
T00206,U0033,"Amsterdam, Netherlands",2020-03-26,2020-04-01,7,Trang,33,Female,Vietnamese,Airbnb,976.8,1381.6,2358.4,Taxi
T00207,U0033,"Paris, France",2022-04-09,2022-04-15,7,Trang,33,Female,Vietnamese,Hotel,1568.29,1199.47,2767.76,Voiture (si isolé)
T00208,U0033,"Buenos Aires, Argentina",2015-04-12,2015-04-14,3,Trang,33,Female,Vietnamese,Hotel,317.31,255.13,572.44,Voiture (si isolé)
T00209,U0034,"Wellington, New Zealand",2023-08-20,2023-08-22,3,Arjun,47,Male,Indian,Airbnb,371.54,559.85,931.39,Scooter
T00210,U0034,"Wellington, New Zealand",2019-03-05,2019-03-09,5,Arjun,47,Male,Indian,Airbnb,623.06,810.38,1433.44,Voiture
T00211,U0034,"Melbourne, Australia",2020-06-21,2020-06-26,6,Arjun,47,Male,Indian,Airbnb,802.49,998.22,1800.71,Voiture
T00212,U0034,"Shanghai, China",2022-05-14,2022-05-17,4,Arjun,47,Male,Indian,Airbnb,292.77,392.84,685.61,Bateau
T00213,U0034,"Seoul, South Korea",2022-01-25,2022-01-30,6,Arjun,47,Male,Indian,Hotel,1247.75,1010.41,2258.16,Voiture
T00214,U0034,"London, UK",2019-12-06,2019-12-08,3,Arjun,47,Male,Indian,Hostel,187.22,581.74,768.96,Randonnée
T00215,U0034,"Hokkaido, Japan",2024-09-26,2024-10-03,8,Arjun,47,Male,Indian,Airbnb,728.96,695.28,1424.24,Taxi
T00216,U0035,"Edinburgh, UK",2016-01-04,2016-01-10,7,Nicolás,42,Male,Colombian,Airbnb,560.67,624.99,1185.66,Voiture
T00217,U0035,"Moscow, Russia",2025-05-21,2025-05-26,6,Nicolás,42,Male,Colombian,Hostel,179.55,580.82,760.37,Scooter
T00218,U0035,"Galapagos Islands, Ecuador",2018-04-05,2018-04-12,8,Nicolás,42,Male,Colombian,Hostel,398.46,1488.83,1887.29,Métro
T00219,U0036,"London, UK",2019-10-24,2019-10-28,5,Amr,41,Male,Egyptian,Airbnb,720.05,946.32,1666.37,Randonnée
T00220,U0036,"Paris, France",2023-04-26,2023-05-02,7,Amr,41,Male,Egyptian,Hostel,381.0,1336.47,1717.47,Voiture (si isolé)
T00221,U0036,"Rome, Italy",2019-05-13,2019-05-16,4,Amr,41,Male,Egyptian,Airbnb,339.43,359.95,699.38,Scooter
T00222,U0036,"San Francisco, USA",2022-08-04,2022-08-06,3,Amr,41,Male,Egyptian,Hostel,165.44,512.85,678.29,Voiture
T00223,U0036,"Cape Town, South Africa",2018-07-03,2018-07-05,3,Amr,41,Male,Egyptian,Guesthouse,146.61,294.99,441.6,Randonnée
T00224,U0036,"Melbourne, Australia",2016-06-02,2016-06-08,7,Amr,41,Male,Egyptian,Airbnb,885.13,1200.92,2086.05,Vélo
T00225,U0037,"Patagonia, Argentina",2017-01-11,2017-01-23,13,Đức,61,Male,Vietnamese,Hostel,439.34,1270.55,1709.89,Taxi
T00226,U0037,"Montreal, Canada",2020-06-19,2020-06-23,5,Đức,61,Male,Vietnamese,Hotel,608.84,411.9,1020.74,Randonnée
T00227,U0037,"Patagonia, Argentina",2018-09-24,2018-10-01,8,Đức,61,Male,Vietnamese,Hotel,965.15,786.77,1751.92,Taxi
T00228,U0037,"Geneva, Switzerland",2020-10-26,2020-10-28,3,Đức,61,Male,Vietnamese,Hotel,635.59,552.02,1187.61,Taxi
T00229,U0037,"Kraków, Poland",2016-01-23,2016-01-27,5,Đức,61,Male,Vietnamese,Hotel,351.48,214.44,565.92,Scooter
T00230,U0037,"Banff, Canada",2018-04-22,2018-04-29,8,Đức,61,Male,Vietnamese,Hotel,1418.35,1458.75,2877.1,Bus
T00231,U0037,"Reykjavik, Iceland",2023-02-16,2023-02-26,11,Đức,61,Male,Vietnamese,Guesthouse,843.72,2063.99,2907.71,Taxi
T00232,U0037,"Hokkaido, Japan",2021-07-01,2021-07-14,14,Đức,61,Male,Vietnamese,Hotel,1637.15,1177.33,2814.48,Taxi
T00233,U0038,"Dubai, UAE",2023-12-05,2023-12-07,3,Alexander,33,Male,Russian,Hotel,621.01,519.47,1140.48,Randonnée
T00234,U0039,"Munich, Germany",2017-07-24,2017-07-28,5,Heidi,30,Female,German,Hotel,562.2,482.55,1044.75,Voiture
T00235,U0039,"Vancouver, Canada",2025-01-01,2025-01-03,3,Heidi,30,Female,German,Hostel,161.25,510.27,671.52,Bateau
T00236,U0039,"Cape Town, South Africa",2025-01-24,2025-01-30,7,Heidi,30,Female,German,Airbnb,582.01,590.58,1172.59,Voiture (si isolé)
T00237,U0039,"Dublin, Ireland",2016-06-14,2016-06-20,7,Heidi,30,Female,German,Hotel,919.58,575.47,1495.05,Métro
T00238,U0039,"Sydney, Australia",2016-12-26,2016-12-31,6,Heidi,30,Female,German,Hotel,1191.26,1013.98,2205.24,Voiture
T00239,U0040,"Ubud, Indonesia",2015-06-01,2015-06-07,7,Đức,65,Male,Vietnamese,Hostel,221.57,639.05,860.62,Scooter
T00240,U0040,"Zanzibar, Tanzania",2015-07-06,2015-07-10,5,Đức,65,Male,Vietnamese,Guesthouse,249.63,470.77,720.4,Voiture (si isolé)
T00241,U0040,"Miami, USA",2023-12-19,2023-12-25,7,Đức,65,Male,Vietnamese,Airbnb,1064.64,1296.19,2360.83,Randonnée
T00242,U0041,"Boston, USA",2019-09-27,2019-10-03,7,Benjamin,63,Male,Canadian,Guesthouse,680.35,1216.05,1896.4,Vélo
T00243,U0041,"Melbourne, Australia",2020-10-22,2020-10-26,5,Benjamin,63,Male,Canadian,Guesthouse,440.45,826.28,1266.73,Scooter
T00244,U0041,"Oslo, Norway",2025-09-22,2025-09-25,4,Benjamin,63,Male,Canadian,Hotel,840.38,733.13,1573.51,Randonnée
T00245,U0041,"Lisbon, Portugal",2023-05-04,2023-05-10,7,Benjamin,63,Male,Canadian,Guesthouse,430.45,635.92,1066.37,Marche
T00246,U0042,"Kruger NP, South Africa",2019-12-26,2020-01-01,7,Javier,33,Male,Mexican,Airbnb,1065.74,1325.83,2391.57,Scooter
T00247,U0042,"Zermatt, Switzerland",2022-12-17,2022-12-31,15,Javier,33,Male,Mexican,Airbnb,2308.32,2761.77,5070.09,Bateau
T00248,U0042,"Yellowstone NP, USA",2025-03-09,2025-03-22,14,Javier,33,Male,Mexican,Camping,248.75,1157.36,1406.11,Tuk-Tuk
T00249,U0042,"Kruger NP, South Africa",2022-01-06,2022-01-13,8,Javier,33,Male,Mexican,Airbnb,1255.26,1302.42,2557.68,Métro
T00250,U0042,"Yellowstone NP, USA",2017-11-08,2017-11-22,15,Javier,33,Male,Mexican,Hostel,593.42,1231.3,1824.72,Randonnée
T00251,U0042,"Reykjavik, Iceland",2018-04-22,2018-04-30,9,Javier,33,Male,Mexican,Airbnb,1418.13,1542.68,2960.81,Taxi
T00252,U0042,"Hokkaido, Japan",2017-08-17,2017-08-23,7,Javier,33,Male,Mexican,Airbnb,530.03,680.76,1210.79,Bateau
T00253,U0043,"Rio de Janeiro, Brazil",2016-12-09,2016-12-16,8,Elena,43,Female,Russian,Villa,1953.19,687.39,2640.58,Scooter
T00254,U0043,"Miami, USA",2019-11-27,2019-12-02,6,Elena,43,Female,Russian,Villa,1874.33,1042.97,2917.3,Randonnée
T00255,U0043,"Bali, Indonesia",2021-03-05,2021-03-15,11,Elena,43,Female,Russian,Hotel,1210.67,960.81,2171.48,Vélo
T00256,U0043,"Amman, Jordan",2017-03-26,2017-04-06,12,Elena,43,Female,Russian,Hostel,474.52,1061.83,1536.35,Randonnée
T00257,U0044,"Hokkaido, Japan",2020-04-08,2020-04-14,7,Yui,51,Female,Japanese,Hotel,895.46,688.73,1584.19,Tuk-Tuk
T00258,U0044,"Hokkaido, Japan",2025-09-23,2025-10-03,11,Yui,51,Female,Japanese,Hotel,1458.56,951.79,2410.35,Scooter
T00259,U0044,"Iguazu Falls, Brazil",2020-07-26,2020-08-08,14,Yui,51,Female,Japanese,Guesthouse,414.44,651.59,1066.03,Bus
T00260,U0044,"Stockholm, Sweden",2017-11-12,2017-11-17,6,Yui,51,Female,Japanese,Hotel,1151.38,977.38,2128.76,Voiture (si isolé)
T00261,U0044,"St Petersburg, Russia",2022-05-13,2022-05-18,6,Yui,51,Female,Japanese,Hotel,826.21,559.57,1385.78,4x4
T00262,U0044,"Edinburgh, UK",2023-04-04,2023-04-06,3,Yui,51,Female,Japanese,Hotel,349.99,260.94,610.93,Scooter
T00263,U0045,"Reykjavik, Iceland",2025-05-18,2025-05-25,8,Chiamaka,32,Female,Nigerian,Airbnb,1096.16,1486.31,2582.47,Marche
T00264,U0045,"Kruger NP, South Africa",2017-09-07,2017-09-14,8,Chiamaka,32,Female,Nigerian,Airbnb,1116.42,1491.53,2607.95,Tuk-Tuk
T00265,U0045,"Patagonia, Argentina",2021-08-02,2021-08-15,14,Chiamaka,32,Female,Nigerian,Airbnb,1116.42,1377.1,2493.52,Scooter
T00266,U0045,"Cape Town, South Africa",2016-05-22,2016-05-26,5,Chiamaka,32,Female,Nigerian,Airbnb,408.09,451.57,859.66,Voiture (si isolé)
T00267,U0045,"Geneva, Switzerland",2022-05-03,2022-05-09,7,Chiamaka,32,Female,Nigerian,Hostel,364.31,1256.72,1621.03,Voiture (si isolé)
T00268,U0045,"Iguazu Falls, Brazil",2016-11-07,2016-11-16,10,Chiamaka,32,Female,Nigerian,Airbnb,435.16,419.42,854.58,Voiture
T00269,U0045,"Helsinki, Finland",2018-04-22,2018-04-27,6,Chiamaka,32,Female,Nigerian,Airbnb,924.25,1161.31,2085.56,Randonnée
T00270,U0045,"Hokkaido, Japan",2015-01-10,2015-01-17,8,Chiamaka,32,Female,Nigerian,Airbnb,609.62,660.47,1270.09,Voiture (si isolé)
T00271,U0046,"Zanzibar, Tanzania",2017-12-15,2017-12-26,12,Mariam,54,Female,Egyptian,Villa,2879.07,1006.22,3885.29,Taxi
T00272,U0046,"Jeddah, Saudi Arabia",2022-06-07,2022-06-11,5,Mariam,54,Female,Egyptian,Hotel,1036.75,931.58,1968.33,Métro
T00273,U0046,"Miami, USA",2016-03-21,2016-03-31,11,Mariam,54,Female,Egyptian,Hotel,2224.72,1810.73,4035.45,Voiture
T00274,U0046,"Giza, Egypt",2025-05-27,2025-06-06,11,Mariam,54,Female,Egyptian,Hotel,754.71,486.77,1241.48,4x4
T00275,U0046,"Cartagena, Colombia",2018-10-13,2018-10-19,7,Mariam,54,Female,Egyptian,Resort,1677.84,608.22,2286.06,Bateau
T00276,U0046,"Zanzibar, Tanzania",2015-09-01,2015-09-09,9,Mariam,54,Female,Egyptian,Hotel,1191.38,806.43,1997.81,Taxi
T00277,U0046,"Nairobi, Kenya",2020-11-22,2020-11-27,6,Mariam,54,Female,Egyptian,Airbnb,536.5,580.23,1116.73,Métro
T00278,U0047,"Patagonia, Argentina",2023-03-12,2023-03-19,8,Hugo,20,Male,French,Airbnb,755.7,663.22,1418.92,Marche
T00279,U0047,"Galapagos Islands, Ecuador",2015-03-12,2015-03-21,10,Hugo,20,Male,French,Airbnb,1396.4,1965.13,3361.53,4x4
T00280,U0047,"Edinburgh, UK",2022-01-10,2022-01-16,7,Hugo,20,Male,French,Airbnb,577.88,593.83,1171.71,4x4
T00281,U0047,"Patagonia, Argentina",2024-11-01,2024-11-08,8,Hugo,20,Male,French,Airbnb,751.16,711.96,1463.12,Voiture
T00282,U0047,"Patagonia, Argentina",2016-05-09,2016-05-16,8,Hugo,20,Male,French,Airbnb,713.22,705.68,1418.9,Taxi
T00283,U0047,"Zermatt, Switzerland",2015-01-08,2015-01-16,9,Hugo,20,Male,French,Airbnb,1447.05,1474.24,2921.29,4x4
T00284,U0048,"San Francisco, USA",2021-10-24,2021-10-30,7,Olivia,49,Female,American,Guesthouse,634.7,1333.49,1968.19,Randonnée
T00285,U0048,"Himeji, Japan",2016-10-21,2016-11-01,12,Olivia,49,Female,American,Guesthouse,579.71,1057.5,1637.21,Voiture
T00286,U0049,"Edinburgh, UK",2017-08-14,2017-08-18,5,Valeria,60,Female,Mexican,Airbnb,457.2,482.94,940.14,Marche
T00287,U0049,"Oslo, Norway",2020-12-08,2020-12-10,3,Valeria,60,Female,Mexican,Hotel,634.32,587.12,1221.44,Voiture (si isolé)
T00288,U0049,"Edinburgh, UK",2025-12-15,2025-12-18,4,Valeria,60,Female,Mexican,Hotel,415.9,331.42,747.32,Vélo
T00289,U0049,"Copenhagen, Denmark",2018-02-13,2018-02-19,7,Valeria,60,Female,Mexican,Hotel,1569.45,1157.26,2726.71,Taxi
T00290,U0049,"Galapagos Islands, Ecuador",2019-04-04,2019-04-14,11,Valeria,60,Female,Mexican,Hotel,1898.79,2156.06,4054.85,Voiture
T00291,U0050,"Copenhagen, Denmark",2018-04-07,2018-04-12,6,Erik,59,Male,Swedish,Hostel,331.83,1020.31,1352.14,Scooter
T00292,U0050,"Shanghai, China",2018-11-03,2018-11-08,6,Erik,59,Male,Swedish,Hostel,221.26,535.7,756.96,Vélo
T00293,U0050,"Los Angeles, USA",2017-09-25,2017-09-28,4,Erik,59,Male,Swedish,Guesthouse,312.92,731.69,1044.61,Scooter
T00294,U0050,"Mexico City, Mexico",2017-10-02,2017-10-06,5,Erik,59,Male,Swedish,Guesthouse,284.01,416.34,700.35,4x4
T00295,U0050,"Cusco, Peru",2018-01-04,2018-01-13,10,Erik,59,Male,Swedish,Hostel,330.24,912.63,1242.87,Scooter
T00296,U0050,"Munich, Germany",2016-03-10,2016-03-16,7,Erik,59,Male,Swedish,Hostel,259.9,676.41,936.31,Voiture (si isolé)
T00297,U0051,"Cusco, Peru",2025-10-01,2025-10-10,10,Axel,22,Male,Swedish,Guesthouse,495.04,975.9,1470.94,Voiture (si isolé)
T00298,U0051,"Los Angeles, USA",2020-08-09,2020-08-15,7,Axel,22,Male,Swedish,Guesthouse,548.88,1336.62,1885.5,Marche
T00299,U0051,"Galapagos Islands, Ecuador",2017-06-15,2017-06-23,9,Axel,22,Male,Swedish,Guesthouse,885.38,1581.39,2466.77,Métro
T00300,U0051,"Los Angeles, USA",2020-07-16,2020-07-20,5,Axel,22,Male,Swedish,Guesthouse,509.17,819.72,1328.89,Métro
T00301,U0051,"Nice, France",2017-04-11,2017-04-18,8,Axel,22,Male,Swedish,Villa,2684.43,1414.55,4098.98,Voiture (si isolé)
T00302,U0051,"Pékin, China",2025-02-01,2025-02-03,3,Axel,22,Male,Swedish,Guesthouse,179.05,294.05,473.1,Bateau
T00303,U0051,"Toronto, Canada",2016-06-26,2016-06-29,4,Axel,22,Male,Swedish,Guesthouse,222.14,359.13,581.27,Scooter
T00304,U0051,"Dublin, Ireland",2018-09-21,2018-09-25,5,Axel,22,Male,Swedish,Guesthouse,286.73,478.94,765.67,Scooter
T00305,U0051,"Boston, USA",2015-03-25,2015-03-29,5,Axel,22,Male,Swedish,Guesthouse,470.78,878.87,1349.65,4x4
T00306,U0051,"Shanghai, China",2021-09-23,2021-09-25,3,Axel,22,Male,Swedish,Guesthouse,142.15,255.04,397.19,Métro
T00307,U0051,"Boston, USA",2016-09-07,2016-09-13,7,Axel,22,Male,Swedish,Guesthouse,561.22,1169.15,1730.37,Métro
T00308,U0051,"Rome, Italy",2020-08-25,2020-08-28,4,Axel,22,Male,Swedish,Guesthouse,240.01,383.01,623.02,Transports Publics
T00309,U0052,"Le Caire, Egypt",2016-03-06,2016-03-12,7,Koharu,40,Female,Japanese,Hotel,495.53,300.67,796.2,Tuk-Tuk
T00310,U0052,"Dubai, UAE",2021-08-01,2021-08-05,5,Koharu,40,Female,Japanese,Hotel,850.71,918.1,1768.81,Tuk-Tuk
T00311,U0052,"San Francisco, USA",2018-04-23,2018-04-29,7,Koharu,40,Female,Japanese,Guesthouse,588.13,1266.03,1854.16,Tuk-Tuk
T00312,U0052,"Cairns, Australia",2025-05-11,2025-05-22,12,Koharu,40,Female,Japanese,Resort,3162.01,1147.31,4309.32,Scooter
T00313,U0053,"Prague, Czech Republic",2020-01-07,2020-01-12,6,Ximena,58,Female,Mexican,Hotel,406.58,254.41,660.99,Marche
T00314,U0053,"Cusco, Peru",2024-11-08,2024-11-19,12,Ximena,58,Female,Mexican,Hostel,373.32,1120.9,1494.22,Transports Publics
T00315,U0053,"New York, USA",2015-12-01,2015-12-03,3,Ximena,58,Female,Mexican,Airbnb,407.68,490.53,898.21,Voiture (si isolé)
T00316,U0053,"Amsterdam, Netherlands",2019-04-23,2019-04-28,6,Ximena,58,Female,Mexican,Hotel,1054.97,1160.1,2215.07,Vélo
T00317,U0053,"Wellington, New Zealand",2021-07-13,2021-07-17,5,Ximena,58,Female,Mexican,Guesthouse,390.68,920.67,1311.35,Vélo
T00318,U0053,"Paris, France",2022-02-12,2022-02-15,4,Ximena,58,Female,Mexican,Guesthouse,402.68,778.7,1181.38,Voiture
T00319,U0053,"Reykjavik, Iceland",2023-08-25,2023-09-01,8,Ximena,58,Female,Mexican,Guesthouse,806.1,1496.17,2302.27,Marche
T00320,U0054,"Melbourne, Australia",2025-07-12,2025-07-16,5,Evelyn,28,Female,American,Hotel,982.15,824.68,1806.83,Métro
T00321,U0054,"Lisbon, Portugal",2021-10-20,2021-10-24,5,Evelyn,28,Female,American,Guesthouse,246.91,474.31,721.22,Voiture (si isolé)
T00322,U0054,"Kruger NP, South Africa",2024-09-21,2024-09-29,9,Evelyn,28,Female,American,Camping,347.08,1581.44,1928.52,Scooter
T00323,U0054,"Banff, Canada",2016-01-02,2016-01-16,15,Evelyn,28,Female,American,Hotel,3162.24,2966.41,6128.65,Transports Publics
T00324,U0054,"San Diego, USA",2023-10-16,2023-10-19,4,Evelyn,28,Female,American,Airbnb,530.76,720.77,1251.53,Voiture (si isolé)
T00325,U0055,"San Diego, USA",2015-12-03,2015-12-08,6,Sato,23,Male,Japanese,Guesthouse,524.99,1026.82,1551.81,Voiture
T00326,U0055,"Melbourne, Australia",2019-12-25,2019-12-30,6,Sato,23,Male,Japanese,Guesthouse,491.15,1072.12,1563.27,Taxi
T00327,U0055,"Los Angeles, USA",2015-05-07,2015-05-13,7,Sato,23,Male,Japanese,Airbnb,925.13,1370.29,2295.42,Voiture
T00328,U0055,"Boston, USA",2025-02-07,2025-02-10,4,Sato,23,Male,Japanese,Guesthouse,360.64,759.7,1120.34,Randonnée
T00329,U0055,"San Diego, USA",2020-12-23,2020-12-27,5,Sato,23,Male,Japanese,Guesthouse,475.54,933.11,1408.65,Métro
T00330,U0055,"Rome, Italy",2020-06-18,2020-06-20,3,Sato,23,Male,Japanese,Guesthouse,150.66,252.91,403.57,Taxi
T00331,U0055,"Toronto, Canada",2025-06-23,2025-06-26,4,Sato,23,Male,Japanese,Guesthouse,217.21,359.12,576.33,Voiture
T00332,U0056,"Cartagena, Colombia",2016-11-20,2016-11-27,8,Linnéa,49,Female,Swedish,Villa,1632.67,780.38,2413.05,Voiture
T00333,U0056,"Accra, Ghana",2025-07-18,2025-07-20,3,Linnéa,49,Female,Swedish,Airbnb,145.57,139.27,284.84,Bateau
T00334,U0056,"Goa, India",2018-09-06,2018-09-14,9,Linnéa,49,Female,Swedish,Villa,1167.89,387.56,1555.45,Métro
T00335,U0056,"Kruger NP, South Africa",2021-10-25,2021-10-31,7,Linnéa,49,Female,Swedish,Hostel,402.74,1265.48,1668.22,Bus
T00336,U0056,"Galapagos Islands, Ecuador",2019-09-09,2019-09-16,8,Linnéa,49,Female,Swedish,Hostel,441.09,1527.12,1968.21,Bateau
T00337,U0056,"Rio de Janeiro, Brazil",2018-10-15,2018-10-25,11,Linnéa,49,Female,Swedish,Villa,2500.26,1048.86,3549.12,Bateau
T00338,U0056,"Havana, Cuba",2021-07-13,2021-07-21,9,Linnéa,49,Female,Swedish,Hotel,669.5,394.44,1063.94,Bateau
T00339,U0057,"Venice, Italy",2019-02-17,2019-02-23,7,Francesco,37,Male,Italian,Hotel,1442.71,1199.26,2641.97,Taxi
T00340,U0057,"New York, USA",2015-06-14,2015-06-19,6,Francesco,37,Male,Italian,Hotel,1076.87,1078.29,2155.16,Vélo
T00341,U0057,"Cape Town, South Africa",2019-06-04,2019-06-07,4,Francesco,37,Male,Italian,Hotel,530.88,357.93,888.81,Vélo
T00342,U0057,"Kyoto, Japan",2024-02-03,2024-02-17,15,Francesco,37,Male,Italian,Hotel,2061.53,1442.28,3503.81,Voiture
T00343,U0057,"Hokkaido, Japan",2024-09-07,2024-09-15,9,Francesco,37,Male,Italian,Hostel,305.98,851.3,1157.28,Vélo
T00344,U0058,"Perth, Australia",2021-11-19,2021-11-23,5,Thomas,65,Male,French,Villa,1183.24,415.66,1598.9,Transports Publics
T00345,U0058,"Galapagos Islands, Ecuador",2019-09-09,2019-09-21,13,Thomas,65,Male,French,Airbnb,2027.99,2223.28,4251.27,Randonnée
T00346,U0058,"Fiji, Fiji",2020-09-07,2020-09-15,9,Thomas,65,Male,French,Airbnb,707.6,858.63,1566.23,Voiture (si isolé)
T00347,U0058,"Cartagena, Colombia",2016-01-03,2016-01-10,8,Thomas,65,Male,French,Resort,2445.94,719.16,3165.1,Marche
T00348,U0058,"Phuket, Thailand",2023-10-02,2023-10-13,12,Thomas,65,Male,French,Villa,1247.02,544.47,1791.49,Bus
T00349,U0058,"Miami, USA",2022-07-01,2022-07-09,9,Thomas,65,Male,French,Villa,2992.71,1779.06,4771.77,Randonnée
T00350,U0059,"Galapagos Islands, Ecuador",2020-02-08,2020-02-15,8,Inès,52,Female,French,Guesthouse,795.35,1378.72,2174.07,Taxi
T00351,U0060,"Los Angeles, USA",2023-01-18,2023-01-22,5,Marc,45,Male,French,Airbnb,727.92,946.76,1674.68,4x4
T00352,U0060,"Shanghai, China",2022-01-23,2022-01-28,6,Marc,45,Male,French,Airbnb,505.0,572.1,1077.1,4x4
T00353,U0060,"Chicago, USA",2024-08-15,2024-08-20,6,Marc,45,Male,French,Airbnb,581.85,535.95,1117.8,Scooter
T00354,U0060,"Seoul, South Korea",2022-10-26,2022-11-01,7,Marc,45,Male,French,Guesthouse,643.02,1213.32,1856.34,Vélo
T00355,U0060,"Cape Town, South Africa",2023-01-13,2023-01-15,3,Marc,45,Male,French,Guesthouse,156.19,259.51,415.7,4x4
T00356,U0060,"Los Angeles, USA",2018-05-17,2018-05-20,4,Marc,45,Male,French,Airbnb,643.22,760.45,1403.67,Marche
T00357,U0060,"Kyoto, Japan",2019-06-12,2019-06-23,12,Marc,45,Male,French,Airbnb,1015.32,1033.06,2048.38,Bateau
T00358,U0060,"Geneva, Switzerland",2015-05-14,2015-05-18,5,Marc,45,Male,French,Airbnb,618.9,929.36,1548.26,Métro
T00359,U0061,"Venice, Italy",2015-06-08,2015-06-12,5,Tolu,33,Female,Nigerian,Airbnb,723.74,890.58,1614.32,Métro
T00360,U0061,"Melbourne, Australia",2025-05-25,2025-05-28,4,Tolu,33,Female,Nigerian,Guesthouse,379.12,667.07,1046.19,Vélo
T00361,U0061,"Zermatt, Switzerland",2018-05-18,2018-05-24,7,Tolu,33,Female,Nigerian,Guesthouse,592.77,1208.55,1801.32,Bateau
T00362,U0061,"Wellington, New Zealand",2025-08-02,2025-08-06,5,Tolu,33,Female,Nigerian,Guesthouse,415.88,875.93,1291.81,Randonnée
T00363,U0061,"Cape Town, South Africa",2019-08-05,2019-08-07,3,Tolu,33,Female,Nigerian,Guesthouse,148.1,264.32,412.42,Bus
T00364,U0061,"Cape Town, South Africa",2025-04-07,2025-04-09,3,Tolu,33,Female,Nigerian,Guesthouse,152.19,245.82,398.01,Bateau
T00365,U0061,"Auckland, New Zealand",2018-09-26,2018-09-30,5,Tolu,33,Female,Nigerian,Guesthouse,308.99,484.05,793.04,Taxi
T00366,U0061,"Lisbon, Portugal",2021-11-02,2021-11-08,7,Tolu,33,Female,Nigerian,Guesthouse,362.93,582.99,945.92,Taxi
T00367,U0061,"Kyoto, Japan",2016-10-27,2016-11-06,11,Tolu,33,Female,Nigerian,Guesthouse,531.46,1008.38,1539.84,Bateau
T00368,U0061,"Vancouver, Canada",2016-10-06,2016-10-11,6,Tolu,33,Female,Nigerian,Guesthouse,497.71,1105.1,1602.81,Randonnée
T00369,U0062,"Miami, USA",2025-01-14,2025-01-24,11,Francesco,33,Male,Italian,Airbnb,1574.01,1872.15,3446.16,Bus
T00370,U0062,"Bali, Indonesia",2025-10-03,2025-10-11,9,Francesco,33,Male,Italian,Resort,2540.75,848.84,3389.59,Métro
T00371,U0062,"Galapagos Islands, Ecuador",2018-03-06,2018-03-14,9,Francesco,33,Male,Italian,Airbnb,1145.46,1534.81,2680.27,Transports Publics
